,cluster,AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈
189,4,3,피보험자,고용,1,4.532907,0,기본,석사,28928900,시골,미혼,120,0,1,자주방문,포인트,대리점,65000,SUV,대
190,4,3,계약자,고용,0,5.641908,0,기본,대학졸업,63905600,도심,미혼,70,0,4이상,비방문,설계사독려,인터넷,262000,일반세단,대
191,3,2,계약자,고용,0,2.670216,0,기본,고졸이하,103096400,도시근교,미혼,60,0,1,비방문,설계사독려,대리점,368000,일반세단,중
192,5,3,계약자,고용,1,3.865353,0,중급,석사,34035100,시골,기혼,100,0,1,비방문,포인트,콜센터,146000,일반세단,중
193,2,3,계약자,휴직,1,5.92185,1,기본,대학졸업,29768200,도시근교,기혼,70,0,3,비방문,할인,자사영업,433000,일반세단,중
194,2,3,계약자,무직,1,11.176146,0,중급,고졸이하,0,도시근교,기혼,100,0,2,비방문,설계사독려,인터넷,716000,컴팩트카,중
195,2,3,계약자,무직,0,2.788653,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,할인,인터넷,433000,일반세단,중
196,0,1,계약자,고용,1,10.024077,0,고급,고졸이하,100443200,시골,기혼,130,0,3,비방문,포인트,콜센터,110000,일반세단,중
197,6,3,계약자,무직,1,15.50448,0,중급,고졸이하,0,도시근교,미혼,240,0,4이상,비방문,할인,콜센터,1823000,고급차,중
198,1,4,계약자,고용,0,34.368264,0,기본,대학졸업,77385000,시골,기혼,120,0,2,비방문,설계사독려,자사영업,161000,SUV,중
199,1,3,계약자,고용,1,5.297364,0,기본,대학졸업,57686200,시골,기혼,60,2,3,비방문,설계사독려,대리점,1000,일반세단,중
200,3,1,계약자,고용,0,27.789627,0,기본,대학졸업,114871900,도심,미혼,70,0,2,비방문,할인,대리점,387000,컴팩트카,중
201,3,1,계약자,고용,1,6.417132,0,기본,고졸이하,124407800,도시근교,기혼,80,0,4이상,비방문,포인트,콜센터,505000,일반세단,소
202,2,3,계약자,무직,1,9.604164,0,중급,고졸이하,0,도시근교,기혼,140,0,4이상,비방문,없음,자사영업,1112000,SUV,소
203,1,4,계약자,고용,1,5.609607,0,기본,고졸이하,86417100,시골,기혼,70,0,3,비방문,없음,자사영업,8000,일반세단,중
204,6,4,계약자,고용,0,13.480284,0,기본,대학졸업,58613500,도심,기혼,110,0,2,비방문,할인,대리점,439000,스포츠카,중
205,0,4,피보험자,휴직,1,14.96613,0,고급,대학졸업,32224500,도시근교,기혼,220,0,4이상,자주방문,할인,대리점,1114000,SUV,중
206,3,1,피보험자,고용,0,3.628479,0,중급,고졸이하,123580600,시골,미혼,90,0,1,자주방문,설계사독려,대리점,129000,일반세단,중
207,3,2,계약자,고용,0,8.409027,0,중급,대학졸업,91422100,도심,기혼,110,0,4이상,비방문,포인트,대리점,422000,일반세단,중
208,0,5,계약자,고용,1,13.211109,0,고급,고졸이하,80335200,도시근교,기혼,170,0,4이상,비방문,설계사독려,자사영업,913000,SUV,소
209,4,3,계약자,무직,1,3.359304,1,기본,대학졸업,0,도시근교,기혼,110,4,1,비방문,할인,대리점,1186000,SUV,대
210,1,4,계약자,고용,0,8.6136,0,기본,고졸이하,71391100,도시근교,기혼,70,0,2,비방문,설계사독려,자사영업,458000,일반세단,중
211,2,2,계약자,무직,0,8.732037,0,기본,대학졸업,0,도심,기혼,70,0,2,비방문,할인,자사영업,287000,일반세단,중
212,1,4,피보험자,고용,0,2.971692,0,기본,고졸이하,58980900,도심,기혼,70,0,1,자주방문,설계사독려,인터넷,350000,일반세단,중
213,0,2,계약자,휴직,0,3.994557,0,고급,대학졸업,21778900,도심,미혼,110,0,1,비방문,할인,인터넷,388000,일반세단,중
214,5,1,피보험자,고용,1,32.462505,0,중급,석사,96971600,시골,기혼,100,0,2,자주방문,설계사독려,콜센터,132000,컴팩트카,중
215,1,4,계약자,고용,1,8.72127,0,기본,대학졸업,34301300,도시근교,기혼,120,0,3,비방문,설계사독려,자사영업,617000,SUV,소
216,1,4,피보험자,고용,0,3.143964,0,기본,대학졸업,81979700,시골,기혼,70,0,1,자주방문,없음,인터넷,111000,컴팩트카,중
217,6,5,계약자,고용,1,15.622917,0,기본,고졸이하,54769000,도시근교,기혼,210,0,4이상,비방문,설계사독려,콜센터,1627000,고급차,중
218,6,3,계약자,무직,0,18.077793,0,중급,대학졸업,0,도시근교,미혼,270,1,4이상,비방문,설계사독려,콜센터,1411000,고급차,대
219,5,2,계약자,고용,0,5.738811,1,기본,박사,91117400,도심,기혼,70,0,4이상,비방문,설계사독려,자사영업,382000,일반세단,중
220,0,3,계약자,무직,0,10.799301,0,고급,대학졸업,0,도시근교,미혼,160,0,3,비방문,설계사독려,대리점,1254000,SUV,중
221,2,3,계약자,무직,1,7.407696,0,기본,대학졸업,0,도시근교,미혼,120,0,4이상,종종,할인,자사영업,925000,SUV,중
222,5,2,피보험자,무직,1,2.444109,0,기본,석사,0,도심,미혼,60,0,1,자주방문,포인트,대리점,353000,일반세단,중
223,5,1,계약자,고용,0,9.604164,0,기본,석사,129600900,도심,미혼,70,0,2,비방문,포인트,자사영업,429000,일반세단,소
224,3,1,계약자,고용,0,17.744016,0,기본,고졸이하,120758000,도시근교,기혼,70,0,2,종종,설계사독려,대리점,447000,컴팩트카,중
225,6,3,피보험자,무직,0,7.386162,0,기본,대학졸업,0,도시근교,미혼,120,4,4이상,자주방문,할인,콜센터,747000,스포츠카,중
226,0,3,계약자,FALSE,0,13.943265,0,고급,고졸이하,19937500,도시근교,기혼,130,0,2,비방문,할인,콜센터,682000,일반세단,대
227,2,3,계약자,무직,0,14.847693,0,기본,고졸이하,0,도시근교,기혼,60,0,2,비방문,할인,콜센터,458000,일반세단,중
228,6,3,계약자,무직,1,8.301357,0,기본,대학졸업,0,도시근교,미혼,120,0,4이상,비방문,할인,대리점,1566000,스포츠카,중
229,2,2,계약자,무직,0,9.173484,0,중급,대학졸업,0,시골,미혼,90,0,2,비방문,할인,대리점,85000,일반세단,중
230,2,3,계약자,무직,0,2.411808,0,기본,대학졸업,0,도시근교,미혼,70,3,1,비방문,할인,대리점,764000,일반세단,중
231,1,4,계약자,고용,0,29.146269,0,중급,대학졸업,30343500,도시근교,미혼,90,3,2,비방문,포인트,자사영업,545000,일반세단,소
232,2,3,계약자,무직,1,22.158486,0,기본,대학졸업,0,도시근교,미혼,70,0,2,비방문,포인트,콜센터,700000,일반세단,중
233,5,3,계약자,고용,1,2.659449,0,기본,석사,68262700,시골,미혼,60,1,1,비방문,할인,대리점,169000,일반세단,중
234,5,3,계약자,휴직,0,9.744135,0,기본,석사,13498100,도시근교,미혼,130,0,4이상,비방문,포인트,자사영업,705000,SUV,중
235,2,2,피보험자,무직,0,2.745585,0,기본,대학졸업,0,도심,미혼,70,0,1,자주방문,할인,콜센터,366000,일반세단,중
236,4,2,계약자,무직,0,3.240867,0,중급,대학졸업,0,시골,미혼,80,0,1,비방문,할인,자사영업,20000,컴팩트카,대
237,1,4,계약자,고용,0,29.921493,1,중급,대학졸업,44687500,도심,미혼,90,0,2,비방문,설계사독려,인터넷,489000,일반세단,중
238,4,3,계약자,고용,1,6.772443,0,중급,석사,66448800,시골,미혼,80,0,3,비방문,설계사독려,콜센터,40000,컴팩트카,대
239,4,3,계약자,휴직,1,4.252965,1,기본,대학졸업,24289100,도시근교,기혼,110,0,1,비방문,할인,자사영업,661000,스포츠카,대
240,2,3,계약자,휴직,1,8.161386,0,기본,대학졸업,31901100,시골,기혼,70,0,2,비방문,없음,콜센터,94000,컴팩트카,중
241,3,1,계약자,고용,0,6.664773,0,중급,대학졸업,116820000,시골,미혼,80,0,3,비방문,설계사독려,대리점,1000,일반세단,중
242,5,1,계약자,고용,1,6.201792,1,기본,석사,117642800,시골,미혼,70,0,3,비방문,설계사독려,자사영업,215000,일반세단,소
243,2,3,계약자,무직,0,4.812849,0,중급,고졸이하,0,도시근교,미혼,140,0,1,비방문,할인,자사영업,741000,SUV,중
244,1,3,계약자,고용,1,5.157393,0,기본,고졸이하,30934200,도시근교,기혼,60,0,4이상,비방문,없음,콜센터,362000,일반세단,중
245,0,4,피보험자,고용,0,13.178808,0,고급,고졸이하,61329400,도심,기혼,110,1,2,자주방문,할인,대리점,474000,일반세단,중
246,2,3,계약자,무직,0,7.666104,0,중급,대학졸업,0,도시근교,기혼,110,0,4이상,비방문,할인,대리점,569000,일반세단,중
247,0,3,계약자,무직,0,8.129085,0,고급,고졸이하,0,도시근교,기혼,110,0,3,비방문,포인트,대리점,605000,일반세단,중
248,1,3,피보험자,고용,0,21.943146,0,기본,대학졸업,43852600,시골,미혼,60,0,2,자주방문,포인트,대리점,104000,컴팩트카,중
249,5,4,계약자,고용,0,9.701067,0,기본,석사,84448100,시골,미혼,120,0,4이상,비방문,설계사독려,대리점,107000,SUV,중
250,4,1,계약자,고용,0,21.64167,1,기본,고졸이하,122624700,도시근교,기혼,70,0,2,비방문,설계사독려,대리점,468000,컴팩트카,대
251,4,4,계약자,고용,1,5.157393,0,기본,대학졸업,60164500,도심,기혼,60,0,4이상,비방문,설계사독려,콜센터,293000,컴팩트카,대
252,2,3,계약자,무직,1,12.468186,0,기본,대학졸업,0,도시근교,미혼,130,0,2,비방문,할인,대리점,1437000,SUV,중
253,1,3,피보험자,고용,1,2.928624,0,기본,고졸이하,49838800,시골,미혼,70,0,1,자주방문,포인트,대리점,103000,컴팩트카,중
254,2,3,피보험자,무직,0,5.125092,0,기본,대학졸업,0,도시근교,미혼,70,0,4이상,자주방문,할인,인터넷,605000,일반세단,중
255,2,3,계약자,무직,1,9.36729,0,중급,대학졸업,0,도시근교,기혼,140,0,4이상,비방문,없음,대리점,846000,SUV,중
256,1,4,계약자,고용,0,2.864022,0,기본,대학졸업,85904500,도심,기혼,70,0,1,비방문,설계사독려,인터넷,226000,일반세단,소
257,3,1,계약자,고용,0,5.534238,0,기본,고졸이하,96734000,시골,미혼,60,0,3,비방문,포인트,콜센터,164000,일반세단,중
258,4,1,피보험자,고용,0,21.64167,1,기본,고졸이하,122624700,도시근교,기혼,70,0,2,자주방문,설계사독려,대리점,468000,컴팩트카,대
259,2,3,계약자,무직,1,4.339101,0,기본,대학졸업,0,도시근교,기혼,130,2,1,비방문,포인트,대리점,705000,SUV,소
260,1,3,계약자,고용,0,2.982459,1,기본,대학졸업,66187000,시골,미혼,70,0,1,비방문,설계사독려,대리점,23000,컴팩트카,중
261,1,3,계약자,고용,1,7.267725,0,중급,대학졸업,70136000,시골,기혼,100,4,3,비방문,할인,대리점,259000,일반세단,중
262,5,2,계약자,무직,1,9.970242,0,중급,석사,0,시골,기혼,150,0,3,종종,할인,콜센터,28000,SUV,소
263,4,2,계약자,휴직,0,9.119649,0,기본,대학졸업,21639200,도심,기혼,70,0,2,비방문,포인트,자사영업,366000,컴팩트카,대
264,3,2,피보험자,고용,0,24.505692,0,기본,대학졸업,93219500,도시근교,기혼,60,0,2,자주방문,할인,대리점,373000,일반세단,소
265,1,5,계약자,고용,1,10.045611,0,중급,대학졸업,76677700,도시근교,미혼,90,0,2,종종,할인,대리점,640000,컴팩트카,소
266,6,4,피보험자,고용,1,7.64457,0,고급,대학졸업,41863800,도시근교,기혼,200,0,1,자주방문,포인트,대리점,1592000,스포츠카,대
267,6,3,계약자,무직,0,8.624367,1,기본,고졸이하,0,도시근교,미혼,120,0,3,비방문,할인,인터넷,664000,스포츠카,중
268,2,3,피보험자,무직,0,21.006417,0,기본,대학졸업,0,도시근교,미혼,70,0,2,자주방문,설계사독려,인터넷,607000,일반세단,중
269,1,4,계약자,고용,0,8.775105,0,기본,대학졸업,82661700,도시근교,기혼,70,0,2,비방문,설계사독려,자사영업,403000,컴팩트카,중
270,1,3,피보험자,고용,1,3.025527,1,기본,대학졸업,35413400,도시근교,기혼,70,0,1,자주방문,설계사독려,대리점,421000,컴팩트카,중
271,4,3,계약자,무직,0,7.375395,1,중급,대학졸업,0,도시근교,미혼,100,0,4이상,비방문,할인,콜센터,563000,컴팩트카,대
272,1,4,계약자,고용,0,4.048392,0,중급,고졸이하,74259900,도시근교,기혼,100,0,1,비방문,설계사독려,자사영업,557000,일반세단,중
273,2,3,계약자,휴직,0,2.573313,0,기본,고졸이하,37866400,도시근교,기혼,60,0,1,비방문,설계사독려,인터넷,438000,일반세단,소
274,6,4,계약자,고용,1,43.757088,0,중급,고졸이하,41331400,도시근교,기혼,140,0,2,비방문,없음,인터넷,765000,스포츠카,대
275,0,2,계약자,고용,1,9.765669,0,고급,대학졸업,103436300,도시근교,기혼,120,0,4이상,비방문,설계사독려,자사영업,676000,일반세단,중
276,0,3,계약자,무직,1,6.051054,1,고급,고졸이하,0,도시근교,기혼,180,0,1,비방문,설계사독려,인터넷,1268000,SUV,중
277,1,4,계약자,고용,1,8.624367,0,기본,대학졸업,86762500,도시근교,기혼,70,0,2,비방문,설계사독려,콜센터,397000,일반세단,중
278,1,4,피보험자,고용,1,4.403703,0,기본,대학졸업,57074600,도심,기혼,110,0,1,자주방문,설계사독려,대리점,520000,SUV,중
279,1,3,계약자,고용,1,5.458869,0,기본,대학졸업,35337500,도심,미혼,70,0,4이상,비방문,설계사독려,인터넷,270000,일반세단,중
280,5,2,계약자,휴직,0,9.011979,0,기본,석사,16641900,시골,기혼,70,0,2,비방문,할인,대리점,164000,컴팩트카,중
281,6,4,계약자,고용,1,71.094501,0,기본,대학졸업,44257400,도시근교,미혼,220,0,2,비방문,할인,대리점,1476000,고급차,중
282,2,3,계약자,무직,0,8.807406,0,중급,대학졸업,0,도시근교,미혼,80,0,2,비방문,할인,대리점,474000,일반세단,중
283,5,3,계약자,고용,1,9.388824,0,기본,박사,34040600,도시근교,기혼,80,0,2,비방문,없음,대리점,467000,컴팩트카,소
284,2,3,계약자,휴직,0,3.488508,0,중급,대학졸업,36988600,시골,미혼,90,0,1,비방문,없음,콜센터,18000,컴팩트카,중
285,1,3,계약자,고용,1,5.760345,0,기본,대학졸업,38922400,도시근교,기혼,70,0,4이상,비방문,포인트,콜센터,413000,일반세단,중
286,1,4,계약자,고용,0,2.562546,0,기본,대학졸업,62729700,도심,미혼,60,0,1,비방문,할인,대리점,344000,일반세단,중
287,4,5,계약자,고용,0,9.313455,1,기본,고졸이하,84764900,도심,기혼,120,0,3,비방문,설계사독려,자사영업,457000,SUV,대
288,1,4,계약자,고용,0,7.181589,0,중급,대학졸업,75122300,도심,기혼,90,0,4이상,비방문,설계사독려,대리점,395000,컴팩트카,중
289,1,4,피보험자,고용,1,13.910964,0,기본,대학졸업,76980200,시골,기혼,120,0,2,자주방문,할인,대리점,83000,SUV,소
290,1,4,계약자,고용,1,7.956813,0,기본,대학졸업,71762900,도시근교,기혼,60,0,2,비방문,설계사독려,콜센터,531000,일반세단,중
291,2,2,계약자,무직,0,7.75224,1,기본,대학졸업,0,도시근교,기혼,60,0,2,비방문,설계사독려,대리점,391000,일반세단,중
292,1,5,피보험자,고용,1,7.838376,0,중급,대학졸업,62764900,도시근교,기혼,100,0,3,자주방문,설계사독려,자사영업,734000,일반세단,소
293,5,4,계약자,고용,1,3.488508,1,중급,석사,79634500,도심,기혼,90,3,1,비방문,포인트,대리점,403000,일반세단,중
294,2,3,계약자,휴직,1,2.928624,0,기본,대학졸업,27583600,도시근교,기혼,70,0,1,비방문,없음,대리점,421000,일반세단,중
295,5,1,계약자,고용,1,12.145176,0,중급,석사,129725200,도심,기혼,100,1,2,비방문,포인트,대리점,528000,일반세단,중
296,2,3,계약자,무직,1,9.216552,0,중급,고졸이하,0,도시근교,미혼,90,0,2,비방문,설계사독려,콜센터,720000,일반세단,중
297,1,4,계약자,고용,0,3.133197,0,기본,대학졸업,26869700,도시근교,기혼,80,0,1,비방문,포인트,인터넷,1018000,일반세단,중
298,4,3,계약자,FALSE,0,10.853136,1,중급,고졸이하,15635400,도시근교,미혼,90,0,2,비방문,할인,대리점,706000,일반세단,대
299,4,3,계약자,고용,1,6.13719,0,기본,박사,67012000,시골,기혼,70,0,4이상,비방문,할인,콜센터,137000,컴팩트카,대
300,0,3,계약자,무직,1,8.247522,0,고급,고졸이하,0,도시근교,미혼,110,0,3,비방문,할인,대리점,951000,일반세단,중
301,3,1,계약자,고용,1,5.286597,0,기본,고졸이하,130458900,도시근교,기혼,60,0,3,비방문,설계사독려,대리점,362000,일반세단,소
302,1,5,계약자,고용,0,5.889549,1,중급,대학졸업,72051100,도시근교,기혼,150,0,1,비방문,설계사독려,대리점,868000,SUV,중
303,3,2,계약자,고용,1,5.458869,0,중급,대학졸업,118575600,도심,기혼,140,0,1,비방문,없음,자사영업,743000,SUV,중
304,4,3,계약자,무직,0,5.27583,0,기본,대학졸업,0,도시근교,미혼,80,0,3,비방문,설계사독려,대리점,520000,일반세단,대
305,2,3,계약자,무직,1,4.920519,0,기본,대학졸업,0,도시근교,기혼,70,1,3,비방문,할인,대리점,441000,컴팩트카,소
306,3,1,계약자,고용,1,8.872008,0,기본,대학졸업,93696900,시골,기혼,70,0,2,비방문,할인,대리점,154000,일반세단,중
307,0,5,계약자,고용,0,4.263732,0,고급,대학졸업,80392400,도시근교,미혼,110,1,1,비방문,설계사독려,인터넷,611000,일반세단,중
